OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-IL,USGS Illinois Water Science Center,USGS-05583000,"SANGAMON RIVER NEAR OAKFORD, IL",Stream,,07130008,5093,sq mi,,,40.1241667,-89.985,,1,seconds,Interpolated from MAP.,NAD83,452.88,feet,.01,feet,Unknown.,NGVD29,US,17,125,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05583580,"PANTHER CREEK NEAR CHANDLERVILLE, IL",Stream,,07130008,44.9,sq mi,,,40.0292147,-90.1273402,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,017,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05583900,"SUGAR CREEK NEAR RAY, IL",Stream,,07130003,118,sq mi,,,40.1958788,-90.4545701,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,169,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05583915,"SUGAR CREEK NEAR FREDERICK, IL",Stream,,07130003,162,sq mi,,,40.0969915,-90.404569,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,169,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05584500,"LA MOINE RIVER AT COLMAR, IL",Stream,,07130010,655,sq mi,,,40.3303217,-90.8962451,,1,seconds,Interpolated from MAP.,NAD83,491.53,feet,.01,feet,Unknown.,NGVD29,US,17,109,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05584680,"GRINDSTONE CREEK NEAR INDUSTRY, IL",Stream,,07130010,35.5,sq mi,,,40.3111546,-90.6587404,,Unknown,Unknown,Interpolated from MAP.,NAD83,570.00,feet,.01,feet,Unknown.,NGVD29,US,17,109,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05584682,"GRINDSTONE CREEK TRIB NO 2 NEAR DODDSVILLE, IL",Stream,,07130010,0.17,sq mi,,,40.3061547,-90.6915186,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,576.20,feet,.01,feet,Unknown.,NGVD29,US,17,109,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05584683,"GRINDSTONE CREEK TRIBUTARY NEAR DODDSVILLE, IL",Stream,,07130010,0.22,sq mi,0.22,sq mi,40.3067102,-90.7045743,,Unknown,Unknown,Interpolated from MAP.,NAD83,572.63,feet,.01,feet,Unknown.,NGVD29,US,17,109,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05584685,"GRINDSTONE CREEK NEAR BIRMINGHAM, IL",Stream,,07130010,46.5,sq mi,,,40.3033769,-90.7351303,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,520.00,feet,.01,feet,Unknown.,NGVD29,US,17,109,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05584790,"CEDAR CREEK NEAR CAMDEN, IL",Stream,,07130010,,,,,40.1702778,-90.7613889,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,169,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05585000,"LA MOINE RIVER AT RIPLEY, IL",Stream,,07130010,1293,sq mi,,,40.0247704,-90.6317947,24000,1,seconds,Interpolated from MAP.,NAD83,431.10,feet,.01,feet,Unknown.,NGVD29,US,17,009,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05585275,"INDIAN CREEK AT ARENZVILLE, IL",Stream,,07130011,164,sq mi,164,sq mi,39.8772222,-90.375,24000,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,17,017,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05585500,"ILLINOIS RIVER AT MEREDOSIA, IL",Stream,,07130011,26029,sq mi,,,39.8233801,-90.568182,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,418.00,feet,.01,feet,Unknown.,NGVD29,US,17,137,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05585800,"MCKEE CREEK NEAR VERSAILLES, IL",Stream,,07130011,306,sq mi,,,39.8797702,-90.759018,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,009,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05585830,"MCKEE CREEK AT CHAMBERSBURG, IL",Stream,,07130011,341,sq mi,,,39.8177778,-90.6544444,24000,1,seconds,Interpolated from MAP.,NAD83,400.00,feet,.01,feet,Level or other surveyed method.,NAVD88,US,17,149,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586040,"MAUVAISE TERRE CREEK NEAR MERRITT, IL",Stream,,07130011,146,sq mi,146,sq mi,39.7314351,-90.4073463,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,171,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586100,"ILLINOIS RIVER AT VALLEY CITY, IL",Stream,,07130011,26743,sq mi,,,39.7033802,-90.6454047,24000,1,seconds,Interpolated from MAP.,NAD83,418.00,feet,.1,feet,Unknown.,NGVD29,US,17,171,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586300,"ILLINOIS RIVER AT FLORENCE, IL",Stream,,07130011,26870,sq mi,,,39.6327778,-90.6077778,24000,1,seconds,Interpolated from Digital MAP.,NAD83,404.35,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,17,149,,,,20120522,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586565,"BIRCH CREEK NEAR ATHENSVILLE, IL",Stream,,07130011,12.8,sq mi,,,39.4553246,-90.2770632,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,061,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586597,"COATES CREEK NEAR BERDAN, IL",Stream,,07130011,,,,,39.3441667,-90.4683333,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,061,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586598,"APPLE CREEK AT 675NE ROAD NR WALKERVILLE, IL",Stream,,07130011,385.2,sq mi,,,39.3597698,-90.4959554,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,061,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586600,"APPLE CREEK NEAR ELDRED, IL",Stream,,07130011,404,sq mi,404,sq mi,39.3697699,-90.5462341,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,061,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586630,"MACOUPIN CREEK NEAR STANDARD CITY, IL",Stream,,07130012,73.8,sq mi,,,39.3475505,-89.7356495,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,117,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586645,"MACOUPIN CREEK NEAR CARLINVILLE, IL",Stream,,07130012,132,sq mi,,,39.3044937,-89.7875953,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,117,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586690,"MACOUPIN CREEK NEAR MACOUPIN, IL",Stream,,07130012,304,sq mi,,,39.2011574,-89.9792705,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,117,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586830,"SOLOMON CREEK AT HAGAMAN, IL",Stream,,07130012,26.2,sq mi,,,39.3200466,-90.087887,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,117,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586860,"BEAR CREEK AT CHESTERFIELD, IL",Stream,,07130012,26.7,sq mi,,,39.2686575,-90.06983,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,117,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05586890,"HODGES CREEK NEAR ROCKBRIDGE, IL",Stream,,07130012,233,sq mi,,,39.2694908,-90.1698338,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,061,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05587000,"MACOUPIN CREEK NEAR KANE, IL",Stream,,07130012,868,sq mi,,,39.2342137,-90.3945618,,1,seconds,Interpolated from MAP.,NAD83,426.77,feet,.01,feet,Unknown.,NGVD29,US,17,061,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05587060,"ILLINOIS RIVER AT HARDIN, IL",Stream,,07130011,28690,sq mi,28690,sq mi,39.1603259,-90.6153994,,Unknown,Unknown,Interpolated from MAP.,NAD83,400.00,feet,.01,feet,Level or other surveyed method.,NGVD29,US,17,013,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05587700,"WOOD RIVER AT EAST ALTON, IL",Stream,,07110009,121,sq mi,121,sq mi,38.8842145,-90.1223299,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,119,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05587740,"CAHOKIA CREEK NEAR STAUNTON, IL",Stream,,07140101,71.5,sq mi,,,39.0308797,-89.8173185,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,117,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05587760,"WEST FORK CAHOKIA CREEK NEAR STAUNTON, IL",Stream,,07140101,14.8,sq mi,,,39.0058794,-89.8645429,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,117,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05587815,"CAHOKIA CREEK NEAR CARPENTER, IL",Stream,,07140101,151,sq mi,,,38.8947691,-89.9217671,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,119,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05587900,"CAHOKIA CREEK AT EDWARDSVILLE, IL",Stream,,07140101,212,sq mi,,,38.8244919,-89.9748246,24000,1,seconds,Interpolated from MAP.,NAD83,425.62,feet,.01,feet,Unknown.,NGVD29,US,17,119,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05589490,"CAHOKIA CANAL NEAR COLLINSVILLE, IL",Stream,,07140101,,,,,38.666994,-90.0656617,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,119,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05589510,"CANTEEN CREEK NEAR COLLINSVILLE, IL",Stream,,07140101,,,,,38.6661607,-90.0656617,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,119,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05589735,"PRAIRIE DU PONT CREEK NEAR CENTREVILLE, IL",Stream,,07140101,20.4,sq mi,,,38.5244958,-90.1045532,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05589785,"HARDING DITCH AT EAST ST LOUIS, IL",Stream,,07140101,,,,,38.5950505,-90.0884409,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05590400,"KASKASKIA RIVER NEAR PESOTUM, IL",Stream,,07140201,109,sq mi,,,39.8789209,-88.3764427,,Unknown,Unknown,Interpolated from MAP.,NAD83,648.40,feet,.01,feet,Unknown.,NGVD29,US,17,041,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05590800,"LAKE FORK AT ATWOOD, IL",Stream,,07140201,149,sq mi,,,39.8064218,-88.4761686,,1,seconds,Interpolated from MAP.,NAD83,644.58,feet,.01,feet,Unknown.,NGVD29,US,17,147,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05591200,"KASKASKIA RIVER AT COOKS MILLS, IL",Stream,,07140201,473,sq mi,,,39.5833666,-88.4133842,,1,seconds,Interpolated from MAP.,NAD83,617.40,feet,.01,feet,Unknown.,NGVD29,US,17,029,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05591500,"ASA CREEK AT SULLIVAN, IL",Stream,,07140201,8.05,sq mi,,,39.6197567,-88.6047837,,Unknown,Unknown,Interpolated from MAP.,NAD83,645.36,feet,.01,feet,Unknown.,NGVD29,US,17,139,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05591700,"WEST OKAW RIVER NEAR LOVINGTON, IL",Stream,,07140201,112,sq mi,112,sq mi,39.7311457,-88.6625657,,Unknown,Unknown,Interpolated from MAP.,NAD83,632.50,feet,.01,feet,Unknown.,NGVD29,US,17,139,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592000,"KASKASKIA RIVER AT SHELBYVILLE, IL",Stream,,07140201,1054,sq mi,,,39.4072616,-88.7814574,,1,seconds,Interpolated from MAP.,NAD83,530.00,feet,1,feet,Unknown.,NGVD29,US,17,173,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592050,"ROBINSON CREEK NEAR SHELBYVILLE, IL",Stream,,07140201,93.1,sq mi,,,39.4058734,-88.8964628,,Unknown,Unknown,Interpolated from MAP.,NAD83,550.00,feet,.01,feet,Unknown.,NGVD29,US,17,173,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592100,"KASKASKIA RIVER NEAR COWDEN, IL",Stream,,07140201,1330,sq mi,,,39.2297644,-88.8417321,,1,seconds,Interpolated from MAP.,NAD83,500.00,feet,.01,feet,Unknown.,NGVD29,US,17,173,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592195,"BECK CREEK AT HERRICK, IL",Stream,,07140201,97,sq mi,,,39.2155556,-89.0205556,24000,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592355,"BIG CREEK NEAR POST OAK, IL",Stream,,07140202,95.4,sq mi,,,39.1080989,-88.9178424,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592360,"SOUTH FORK NEAR PRUETT, IL",Stream,,07140202,35.3,sq mi,,,39.1008768,-88.955066,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592370,"ASH CREEK NEAR RAMSEY, IL",Stream,,07140202,19.5,sq mi,,,39.088655,-89.0511806,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592380,"BOLT CREEK NEAR RAMSEY, IL",Stream,,07140202,8.93,sq mi,,,39.0994881,-89.0372917,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592400,"RAMSEY CREEK NEAR RAMSEY, IL",Stream,,07140202,97.3,sq mi,,,39.1028218,-89.0875714,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592500,"KASKASKIA RIVER AT VANDALIA, IL",Stream,,07140202,1940,sq mi,,,38.960601,-89.0889554,,1,seconds,Interpolated from MAP.,NAD83,453.30,feet,.01,feet,Unknown.,NGVD29,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592600,"HICKORY CREEK NEAR BLUFF CITY, IL",Stream,,07140202,77.6,sq mi,,,38.925,-89.0391667,,1,seconds,Interpolated from MAP.,NAD83,462.00,feet,.01,feet,Unknown.,NGVD29,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592760,"RACCOON CREEK NEAR MULBERRY GROVE, IL",Stream,,07140202,,,,,38.9241667,-89.2338889,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592800,"HURRICANE CREEK NEAR MULBERRY GROVE, IL",Stream,,07140202,152,sq mi,,,38.9225459,-89.2367389,,1,seconds,Interpolated from MAP.,NAD83,467.00,feet,.01,feet,Unknown.,NGVD29,US,17,051,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592900,"EAST FORK KASKASKIA RIVER NEAR SANDOVAL, IL",Stream,,07140202,113,sq mi,,,38.6889373,-89.1000653,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,460.20,feet,.01,feet,Unknown.,NGVD29,US,17,121,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05592930,"NORTH FORK KASKASKIA RIVER NEAR PATOKA, IL",Stream,,07140202,39.1,sq mi,,,38.773659,-89.0861748,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,121,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05593010,"KASKASKIA RIVER BELOW CARLYLE, IL",Stream,,07140202,2734,sq mi,2734,sq mi,38.5744934,-89.3692469,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,027,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05593505,"CROOKED CREEK NEAR ODIN, IL",Stream,,07140202,89.2,sq mi,89.2,sq mi,38.5639378,-89.0503433,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,121,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05593520,"CROOKED CREEK NEAR HOFFMAN, IL",Stream,,07140202,254,sq mi,,,38.5069938,-89.2734109,,Unknown,Unknown,Interpolated from MAP.,NAD83,420.19,feet,.01,feet,Unknown.,NGVD29,US,17,189,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05593750,"WEST FORK SHOAL CREEK NEAR LITCHFIELD, IL",Stream,,07140203,138,sq mi,,,39.138103,-89.5775893,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,135,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05593785,"SHOAL CREEK NEAR WALSHVILLE, IL",Stream,,07140203,281,sq mi,,,39.0633801,-89.5453651,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,135,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05593800,"SHOAL CREEK NEAR PANAMA, IL",Stream,,07140203,286,sq mi,286,sq mi,39.0403243,-89.5509205,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,135,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05593910,"E FK SHOAL CREEK AT SHILOH CHURCH NR COFFEEN, IL",Stream,,07140203,76,sq mi,,,39.0739347,-89.3600807,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,135,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05593930,"EAST FORK SHOAL CREEK NEAR PAISLEY CORNERS, IL",Stream,,07140203,113,sq mi,,,38.9658793,-89.4117472,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,005,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594000,"SHOAL CREEK NEAR BREESE, IL",Stream,,07140203,735,sq mi,,,38.61,-89.4947222,,1,seconds,Interpolated from MAP.,NAD83,413.97,feet,.01,feet,Unknown.,NGVD29,US,17,027,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594090,"SUGAR CREEK AT ALBERS, IL",Stream,,07140204,124,sq mi,,,38.5413889,-89.6266667,,1,seconds,Interpolated from MAP.,NAD83,398.00,feet,.01,feet,Unknown.,NGVD29,US,17,027,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594095,"SUGAR CREEK NEAR DAMIANSVILLE, IL",Stream,,07140204,163,sq mi,,,38.5136603,-89.6359255,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,027,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594100,"KASKASKIA RIVER NEAR VENEDY STATION, IL",Stream,,07140204,4393,sq mi,,,38.4506049,-89.6275926,,Unknown,Unknown,Interpolated from MAP.,NAD83,380.10,feet,.01,feet,Unknown.,NGVD29,US,17,189,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594210,"RAYHILL SLOUGH NEAR MASCOUTAH, IL",Stream,,07140204,12.2,sq mi,,,38.4531044,-89.7562086,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594330,"MUD CREEK NEAR MARISSA, IL",Stream,,07140204,72.4,sq mi,,,38.2630556,-89.7316667,,1,seconds,Interpolated from MAP.,NAD83,402,feet,1,feet,Unknown.,NGVD29,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594450,"SILVER CREEK NEAR TROY, IL",Stream,,07140204,154,sq mi,,,38.7167145,-89.8292631,,Unknown,Unknown,Interpolated from MAP.,NAD83,430.00,feet,.01,feet,Unknown.,NGVD29,US,17,119,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594795,"HEBERERS BRANCH NEAR FREEBURG, IL",Stream,,07140204,2.55,sq mi,,,38.4389383,-89.8414893,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05594800,"SILVER CREEK NEAR FREEBURG, IL",Stream,,07140204,464,sq mi,,,38.4061607,-89.8739906,,Unknown,Unknown,Interpolated from MAP.,NAD83,381.40,feet,.01,feet,Unknown.,NGVD29,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595185,"DOUGLAS CREEK NEAR SMITHTON, IL",Stream,,07140204,16.9,sq mi,,,38.4244949,-89.9873276,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595190,"WEST FORK RICHLAND CREEK AT FLORAVILLE, IL",Stream,,07140204,15.5,sq mi,,,38.3817177,-90.0453855,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595200,"RICHLAND CREEK NEAR HECKER, IL",Stream,,07140204,129,sq mi,,,38.3238889,-89.9705556,,1,seconds,Interpolated from MAP.,NAD83,375.00,feet,.01,feet,Unknown.,NGVD29,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595210,"ROCKHOUSE CREEK NEAR HECKER, IL",Stream,,07140204,,,,,38.2866667,-90.0508333,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,133,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595226,"DOZA CREEK NEAR LENZBURG, IL",Stream,,07140204,18.4,sq mi,,,38.2608821,-89.8203788,,Unknown,Unknown,Interpolated from MAP.,NAD83,410.00,feet,.01,feet,Unknown.,NGVD29,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595228,"SOUTH BRANCH DOZA CREEK NEAR LENZBURG, IL",Stream,,07140204,7.9,sq mi,,,38.2489378,-89.8362128,,Unknown,Unknown,Interpolated from MAP.,NAD83,400.00,feet,.01,feet,Unknown.,NGVD29,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595230,"DOZA CREEK NEAR NEW ATHENS, IL",Stream,,07140204,37.9,sq mi,,,38.2547713,-89.8614913,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,163,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595270,"PLUM CREEK TRIBUTARY NEAR TILDEN, IL",Stream,,07140204,0.59,sq mi,,,38.1869934,-89.7225989,,Unknown,Unknown,Interpolated from MAP.,NAD83,449.85,feet,.01,feet,Unknown.,NGVD29,US,17,157,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595280,"PLUM CREEK NEAR BALDWIN, IL",Stream,,07140204,60.9,sq mi,,,38.1467165,-89.843159,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,157,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595295,"LITTLE PLUM CREEK NEAR WALSH, IL",Stream,,07140204,17,sq mi,,,38.1203279,-89.8473262,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,157,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595325,"HORSE CREEK NEAR RUMA, IL",Stream,,07140204,89.8,sq mi,,,38.132273,-89.9451069,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,157,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595400,"KASKASKIA RIVER AT ROOTS, IL",Stream,,07140204,5790,sq mi,5790,sq mi,38.0161629,-89.9539978,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,157,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595505,"MARYS RIVER NEAR STEELEVILLE, IL",Stream,,07140105,47.2,sq mi,,,38.0336617,-89.6698216,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,157,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595507,"MARYS RIVER AT STEELEVILLE, IL",Stream,,07140105,50.4,sq mi,,,38.0117173,-89.6789889,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,157,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595520,"NORTH FORK COX CREEK AT STEELEVILLE, IL",Stream,,07140105,12.8,sq mi,,,38.0111619,-89.64621,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,157,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-05595540,"MARYS RIVER AT WELGE, IL",Stream,,07140105,113,sq mi,113,sq mi,37.956162,-89.7062129,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,157,,,,,,,,,NWIS
