"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"825","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81924","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2221",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",34.7,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"826","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81904","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2201",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",11.1,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"827","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81909","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2206",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",27.3,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"828","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81926","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2223",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",6.4,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"829","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81917","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2214",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",5.71,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"830","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81928","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2225",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",5.08,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"831","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81899","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2163",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",31.6,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"832","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81903","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",34.7,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"833","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81911","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",202,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"834","NARS_WQX","EPA National Aquatic Resources Survey (NARS)","NARS_WQX-QWCH:NEWS04-4201:040715","Field Msr/Obs","Water",NA,2004-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_NAP",NA,"NARS_WQX-NEWS04-4201","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""K"";DAY_SHIP=""4"";COM_FLD=""SAMPLE WAS COLLECTED AT X-POINT AND THEN SLID DOWNSTREAM 100M DUE TO IMPOUNDMENT""",NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Total",877.3,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"CLF=""H19""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET",NA,NA
"835","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81918","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2215",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",13.1,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"836","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81910","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2207",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",5.45,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"837","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81905","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2202",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",4.55,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"838","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81901","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2198",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",32.2,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"839","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81902","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",47.8,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"840","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81907","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2204",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",22.9,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"841","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81912","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2209",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",25.2,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"842","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81922","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2219",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",63.3,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"843","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81920","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2217",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",7.38,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"844","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81923","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2220",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",55.1,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"845","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81930","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2227",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",7.05,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"846","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81921","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2218",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",17.3,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"847","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81916","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2213",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",16.3,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"848","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81913","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2210",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",21.9,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"849","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81925","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",5.53,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"850","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81906","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2203",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",29.7,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"851","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81915","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2212",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",10.9,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"852","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81908","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2205",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",13.3,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"853","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81914","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2211",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",123,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"854","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81929","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2226",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",6.58,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"855","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81927","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2224",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",5.62,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"856","RIDEM","Rhode Island Department of Environmental Management","RIDEM-81919","Field Msr/Obs","Water",NA,2004-08-20,NA,NA,2004-08-20,NA,NA,NA,NA,"Water Surface",NA,NA,NA,NA,"24","Wood River Basin","RIDEM-2216",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloride","Dissolved",6.28,"mg/l",NA,"Final",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Method Detection Level",1,"mg/l",NA,"STORET",NA,NA
"857","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00900270","Sample-Routine","Water","Surface Water",2008-12-16,"13:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01113895",NA,NA,"Stable, high stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","US DH-95 Teflon bottle",NA,"Chloride","Dissolved",45.6,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2009-01-27,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-12-16 18:45:00,NA
"858","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00801103","Sample-Routine","Water","Surface Water",2008-07-22,"10:20:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","US WBH-96 weighted-bottle sampler",NA,"Chloride","Dissolved",115,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-07-30,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-07-22 14:20:00,NA
"859","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00801104","Sample-Routine","Water","Surface Water",2008-07-22,"13:10:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01113895",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","US WBH-96 weighted-bottle sampler",NA,"Chloride","Dissolved",113,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-07-30,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-07-22 18:10:00,NA
"860","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00801102","Sample-Routine","Water","Surface Water",2008-07-22,"08:20:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01111500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Chloride","Dissolved",37.5,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-07-30,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-07-22 12:20:00,NA
"861","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00801105","Sample-Routine","Water","Surface Water",2008-07-23,"09:15:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Chloride","Dissolved",23.1,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-07-30,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-07-23 13:15:00,NA
"862","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00801106","Sample-Routine","Water","Surface Water",2008-07-23,"11:40:00","EDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617",NA,NA,"Stable, normal stage","Routine sample","60","USGS parameter code 82398","Weighted bottle","Weighted-bottle sampler",NA,"Chloride","Dissolved",93.4,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-07-30,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-07-23 15:40:00,NA
"863","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00900211","Sample-Routine","Water","Surface Water",2008-12-02,"10:10:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01112900",NA,NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","Multiple verticals, non-isokinetic, equal widths and transit rate","Weighted-bottle sampler",NA,"Chloride","Dissolved",54.2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-12-09,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-12-02 15:10:00,NA
"864","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00900210","Sample-Routine","Water","Surface Water",2008-12-02,"08:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01111500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","Weighted-bottle sampler",NA,"Chloride","Dissolved",20.5,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-12-09,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-12-02 13:30:00,NA
"865","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00900214","Sample-Routine","Water","Surface Water",2008-12-03,"11:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01116617",NA,NA,"Stable, normal stage","Routine sample","60","USGS parameter code 82398","Weighted bottle","Weighted-bottle sampler",NA,"Chloride","Dissolved",46.6,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-12-09,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-12-03 16:45:00,NA
"866","USGS-MA","USGS Massachusetts Water Science Center","nwisma.01.00900213","Sample-Routine","Water","Surface Water",2008-12-03,"09:15:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-01118500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","Weighted-bottle sampler",NA,"Chloride","Dissolved",14.9,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"00940",NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2008-12-09,NA,"Laboratory Reporting Level",0.12,"mg/l",NA,"NWIS",2008-12-03 14:15:00,NA
