OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072657,"NEENAH CREEK NEAR OXFORD, WI",Stream,,04030201,24.6,sq mi,,,43.7902547,-89.5990123,62500,1,seconds,Interpolated from MAP.,NAD83,900,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,001,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072749,"LAWRENCE CREEK NEAR LAWRENCE, WI",Stream,,04030201,8.29,sq mi,,,43.8980304,-89.6012349,62500,1,seconds,Interpolated from MAP.,NAD83,900,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,001,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073069,"GRAND RIVER TRIBUTARY NEAR KINGSTON, WI",Stream,,04030201,18.8,sq mi,,,43.6755378,-89.0995586,62500,1,seconds,Interpolated from MAP.,NAD83,800,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,047,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073090,"GRAND RIVER AT COUNTY HWY H NEAR KINGSTON, WI",Stream,,04030201,109,sq mi,,,43.7169254,-89.1612268,62500,1,seconds,Interpolated from MAP.,NAD83,780,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,047,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073180,"MECAN RIVER NEAR HANCOCK, WI",Stream,,04030201,2.98,sq mi,,,44.0510857,-89.4640107,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,137,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073200,"MECAN RIVER NEAR RICHFORD, WI",Stream,,04030201,28.5,sq mi,,,43.9908101,-89.3581765,62500,1,seconds,Interpolated from MAP.,NAD83,830,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,137,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073248,"CHAFFEE CREEK NEAR NESHKORO, WI",Stream,,04030201,9.2,sq mi,,,43.9744201,-89.4428999,24000,1,seconds,Interpolated from MAP.,NAD83,860,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,077,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073300,"CHAFFEE CREEK AT NESHKORO, WI",Stream,,04030201,46.3,sq mi,,,43.9508106,-89.3473428,24000,1,seconds,Interpolated from MAP.,NAD83,810,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,077,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073405,"WEST BRANCH WHITE RIVER NEAR WAUTOMA, WI",Stream,,04030201,38.9,sq mi,,,44.0485884,-89.294564,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,137,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073500,"FOX RIVER AT BERLIN, WI",Stream,,04030201,1340,sq mi,,,43.9538889,-88.9525,24000,1,seconds,Interpolated from MAP.,NAD83,744.82,feet,.01,feet,Level or other surveyed method.,NAVD88,US,55,047,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074420,"WOLF RIVER NEAR JENNINGS, WI",Stream,,04030202,72.7,sq mi,,,45.4999611,-89.1045618,24000,1,seconds,Interpolated from MAP.,NAD83,1500,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,085,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074520,"SWAMP CREEK NEAR CRANDON, WI",Stream,,04030202,39.2,sq mi,,,45.4977415,-88.911224,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,041,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074538,"SWAMP CREEK ABOVE RICE LAKE AT MOLE LAKE, WI",Stream,,04030202,46.3,sq mi,,,45.4882965,-88.9637249,24000,1,seconds,Interpolated from MAP.,NAD83,1532.28,feet,.01,feet,Level or other surveyed method.,NGVD29,US,55,041,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074542,"GLISKE CREEK NEAR MOLE LAKE, WI",Stream,,04030202,2.43,sq mi,,,45.5116294,-88.9673366,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,041,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074544,"RICE LAKE AT MOLE LAKE, WI","Lake, Reservoir, Impoundment",,04030202,54.89,sq mi,,,45.487463,-88.9745585,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,041,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074546,"MOLE LAKE AT MOLE LAKE, WI","Lake, Reservoir, Impoundment",,04030202,,,,,45.4796854,-88.973725,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,041,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074548,"SWAMP CREEK BELOW RICE LAKE AT MOLE LAKE, WI",Stream,,04030202,56.8,sq mi,,,45.4794072,-88.9978921,24000,1,seconds,Interpolated from MAP.,NAD83,1529.66,feet,.01,feet,Level or other surveyed method.,NGVD29,US,55,041,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074560,"SQUAW CREEK NEAR MOLE LAKE, WI",Stream,,04030202,9.15,sq mi,,,45.4838513,-89.0256706,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,041,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074600,"SWAMP CREEK NEAR POST LAKE, WI",Stream,,04030202,76.5,sq mi,,,45.4396852,-89.042337,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074653,"PICKEREL CREEK NEAR MOLE LAKE, WI",Stream,,04030202,,,,,45.441353,-88.9398349,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074730,"HUNTING RIVER ON CT HIGHWAY T NEAR SUMMIT LAKE, WI",Stream,,04030202,,,,,45.3738525,-89.0867814,24000,1,seconds,Interpolated from MAP.,NAD83,1480,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04074950,"WOLF RIVER AT LANGLADE, WI",Stream,,04030202,463,sq mi,,,45.1899703,-88.7334398,24000,1,seconds,Interpolated from MAP.,NAD83,1250,feet,10,feet,Interpolated from topographic map.,NAVD88,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075050,"WOLF RIVER AT HIGHWAY M NEAR LANGLADE, WI",Stream,,04030202,489,sq mi,,,45.1271963,-88.6626059,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075200,"EVERGREEN CREEK NEAR LANGLADE, WI",Stream,,04030202,8.09,sq mi,6.09,sq mi,45.1696923,-88.8034407,,1,seconds,Interpolated from MAP.,NAD83,1320.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075300,"ELTON CREEK NEAR LANGLADE, WI",Stream,,04030202,,,,,45.1021936,-88.833163,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075346,"EVERGREEN RIVER AT CAMP 29 ROAD NR WHITE LAKE, WI",Stream,,04030202,,,,,45.1063611,-88.779829,24000,1,seconds,Interpolated from MAP.,NAD83,1210,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075350,"EVERGREEN RIVER AT CTH WW NEAR LANGLADE, WI",Stream,,04030202,54.6,sq mi,,,45.0730307,-88.7084393,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075365,"EVERGREEN RIVER BLW EVERGREEN FALLS NR LANGLADE,WI",Stream,,04030202,64.5,sq mi,,,45.0658098,-88.6762169,24000,1,seconds,Interpolated from MAP.,NAD83,990,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075757,"W. BRANCH WOLF RIVER 6.5 MI. NORTH OF NEOPIT, WI",Stream,,04030202,,,,,45.1083038,-88.882886,,1,seconds,Interpolated from MAP.,NAD83,1290,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040757587,"WEST BR WOLF RIVER BELW MENOMINEE CR NEAR ZOAR, WI",Stream,,04030202,,,,,45.0808045,-88.8773303,24000,1,seconds,Interpolated from MAP.,NAD83,1230,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075770,"WEST BRANCH WOLF RIVER 3 MI. NORTH OF NEOPIT, WI",Stream,,04030202,,,,,45.0488614,-88.8487186,,1,seconds,Interpolated from MAP.,NAD83,1200,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075803,"WEST BRANCH WOLF RIVER 2 MI. NORTH OF NEOPIT, WI",Stream,,04030202,41.8,sq mi,,,45.018306,-88.8742744,,1,seconds,Interpolated from MAP.,NAD83,1140,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075804,"W BR WOLF R 1/2 MI N. OF MILL POND AT NEOPIT, WI",Stream,,04030202,,,,,44.9930292,-88.8556629,,5,seconds,Interpolated from MAP.,NAD83,1100,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075807,"SIPES CREEK NEAR ZOAR, WI",Stream,,04030202,9.19,sq mi,,,45.083858,-88.982054,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075817,"LITTLE WEST BRANCH WOLF RIVER NEAR PHLOX, WI",Stream,,04030202,19.4,sq mi,,,45.0866357,-88.9817762,24000,1,seconds,Interpolated from MAP.,NAD83,1340,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075850,"LITTLE WEST BRANCH WOLF RIVER NEAR NEOPIT, WI",Stream,,04030202,,,,,44.9863621,-88.8803854,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075855,"LITTLE WEST BR WOLF RIVER @ MATOON RD NR NEOPIT,WI",Stream,,04030202,,,,,44.9833067,-88.8728853,24000,1,seconds,Interpolated from MAP.,NAD83,1055,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04075860,"LITTLE W. BR. WOLF R. AT MILL POND AT NEOPIT, WI",Stream,,04030202,46.15,sq mi,,,44.9830292,-88.8651074,,1,seconds,Interpolated from MAP.,NAD83,1060,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04076000,"WEST BRANCH WOLF RIVER AT NEOPIT, WI",Stream,,04030202,93.2,sq mi,,,44.9810856,-88.8292735,,1,seconds,Interpolated from MAP.,NAD83,1040,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04076080,"WEST BRANCH WOLF RIVER-QW SITE-AT NEOPIT, WI",Stream,,04030202,98.6,sq mi,,,44.9810856,-88.8278846,,1,seconds,Interpolated from MAP.,NAD83,1068,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04076090,"WEST BRANCH WOLF RIVER NEAR NEOPIT, WI",Stream,,04030202,,,,,44.9546986,-88.7648278,24000,1,seconds,Interpolated from MAP.,NAD83,965,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04076200,"WEST BRANCH WOLF RIVER 6 MI. EAST OF NEOPIT, WI",Stream,,04030202,,,,,44.9435894,-88.7159385,,1,seconds,Interpolated from MAP.,NAD83,1070,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04076400,"LITTLE WEST BRANCH CREEK AT CTH M NEAR NEOPIT, WI",Stream,,04030202,17,sq mi,,,45.0149752,-88.7698285,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04076500,"WEST BRANCH WOLF RIVER NEAR KESHENA, WI",Stream,,04030202,163,sq mi,,,44.9355358,-88.6703827,24000,1,seconds,Interpolated from MAP.,NAD83,865,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077100,"WOLF RIVER AT KESHENA, WI",Stream,,04030202,,,,,44.8833156,-88.6348264,62500,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077400,"WOLF RIVER NEAR SHAWANO, WI",Stream,,04030202,816,sq mi,,,44.8358164,-88.6251035,62500,1,seconds,Interpolated from MAP.,NAD83,795.43,feet,.01,feet,Level or other surveyed method.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077580,"RED RIVER AT RED RIVER ROAD NEAR NEOPIT, WI",Stream,,04030202,,,,,44.9669166,-88.9395527,24000,1,seconds,Interpolated from MAP.,NAD83,1145,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077590,"RED RIVER NEAR NEOPIT, WI",Stream,,04030202,46.4,sq mi,,,44.9430285,-88.9284413,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040775902,"RED RIVER AT RIVER ROAD NEAR NEOPIT, WI",Stream,,04030202,,,,,44.9208075,-88.8942739,62500,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040775905,"WEST BRANCH RED RIVER NEAR PHLOX, WI",Stream,,04030202,,,,,45.0616353,-89.1023339,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,067,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077605,"WEST BRANCH RED RIVER NEAR BOWLER, WI",Stream,,04030202,37,sq mi,,,44.9246951,-88.9559416,62500,1,seconds,Interpolated from MAP.,NAD83,1120,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077614,"SILVER CREEK AT SILVER CREEK ROAD NEAR BOWLER, WI",Stream,,04030202,15.8,sq mi,,,44.9133063,-88.9612194,62500,1,seconds,Interpolated from MAP.,NAD83,1120,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077622,"WEST BRANCH RED RIVER ABOVE SDP NEAR BOWLER, WI",Stream,,04030202,,,,,44.9099739,-88.9209409,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077623,"WEST BRANCH RED RIVER BELOW SDP NEAR BOWLER, WI",Stream,,04030202,,,,,44.9077518,-88.915663,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077650,"RED RIVER NEAR MORGAN, WI",Stream,,04030202,117,sq mi,,,44.89692,-88.8434395,62500,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077652,"RED RIVER AT FORD LANE NEAR MORGAN, WI",Stream,,04030202,,,,,44.878865,-88.8334392,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077653,"SMITH CREEK NEAR BOWLER, WI",Stream,,04030202,2.16,sq mi,,,44.8763642,-88.8801066,62500,1,seconds,Interpolated from MAP.,NAD83,1000,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077654,"SMITH CR BLW TRIB DS SCHMIDT LANE NEAR GRESHAM, WI",Stream,,04030202,,,,,44.8755315,-88.8459394,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077670,"MILLER CREEK NEAR NEOPIT, WI",Stream,,04030202,10.9,sq mi,,,44.9430306,-88.8314954,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,078,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077672,"MILLER CREEK AT COUNTY HWY G NEAR GRESHAM, WI",Stream,,04030202,,,,,44.8741436,-88.7845494,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04077700,"RED RIVER AT THORNTON, WI",Stream,,04030202,195,sq mi,,,44.8022037,-88.6709366,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078005,"TRIBUTARY TO WOLF RIVER NEAR SHAWANO, WI",Stream,,04030202,,,,,44.7293752,-88.5556576,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,790,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078042,"SHIOC RIVER NEAR NICHOLS, WI",Stream,,04030202,64.3,sq mi,,,44.5880419,-88.488712,24000,1,seconds,Interpolated from MAP.,NAD83,780,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078057,"SHIOC RIVER AT SHIOCTON, WI",Stream,,04030202,185,sq mi,,,44.4916508,-88.5281556,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,087,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078085,"BLACK OTTER CREEK NEAR HORTONVILLE, WI",Stream,,04030202,15.9,sq mi,,,44.335816,-88.6442725,24000,1,seconds,Interpolated from MAP.,NAD83,765,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040780885,"MID BR EMBARRASS RIVER AT ELAND RD NEAR ELAND, WI",Stream,,04030202,,,,,44.8702498,-89.1690013,24000,1,seconds,Interpolated from MAP.,NAD83,1200,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040780895,"PACKARD CREEK AT BLUEBIRD ROAD NEAR ELAND, WI",Stream,,04030202,,,,,44.8716386,-89.1737236,24000,1,seconds,Interpolated from MAP.,NAD83,1200,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078092,"MIDDLE BRANCH EMBARRASS RIVER NEAR ELAND, WI",Stream,,04030202,73.78,sq mi,,,44.8666388,-89.1681679,62500,1,seconds,Interpolated from MAP.,NAD83,1180,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040780922,"MID BR EMBARRASS R @ TOWNLINE RD NR WITTENBERG, WI",Stream,,04030202,,,,,44.8558057,-89.164279,24000,1,seconds,Interpolated from MAP.,NAD83,1180,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078110,"SOUTH BRANCH EMBARRASS RIVER NEAR WITTENBERG, WI",Stream,,04030202,51,sq mi,,,44.7833071,-89.1703902,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078408,"HENNING CREEK NEAR BOWLER, WI",Stream,,04030202,8.94,sq mi,,,44.8680298,-88.9520523,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078437,"MILL CREEK AT TOWNLINE ROAD NEAR BOWLER, WI",Stream,,04030202,,,,,44.8555309,-88.9026069,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04078500,"EMBARRASS RIVER NEAR EMBARRASS, WI",Stream,,04030202,384,sq mi,,,44.7247222,-88.7361111,24000,1,seconds,Interpolated from MAP.,NAD83,803.86,feet,.01,feet,Level or other surveyed method.,NAVD88,US,55,115,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04079000,"WOLF RIVER AT NEW LONDON, WI",Stream,,04030202,2260,sq mi,,,44.3922026,-88.7403812,24000,1,seconds,Interpolated from MAP.,NAD83,747.81,feet,.01,feet,Level or other surveyed method.,NAVD88,US,55,135,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04079589,"CAMP CREEK NEAR GALLOWAY, WI",Stream,,04030202,4.81,sq mi,,,44.7391396,-89.2881706,24000,1,seconds,Interpolated from MAP.,NAD83,1160,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,073,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04079700,"SPAULDING CREEK NEAR BIG FALLS, WI",Stream,,04030202,5.57,sq mi,,,44.6369231,-89.0223313,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,135,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04079790,"WHITCOMB CREEK NEAR BIG FALLS, WI",Stream,,04030202,8.46,sq mi,,,44.5860904,-89.0376095,24000,1,seconds,Interpolated from MAP.,NAD83,930,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,135,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080000,"LITTLE WOLF RIVER AT ROYALTON, WI",Stream,,04030202,507,sq mi,,,44.4124806,-88.8653842,24000,1,seconds,Interpolated from MAP.,NAD83,773.94,feet,.01,feet,Level or other surveyed method.,NAVD88,US,55,135,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080770,"TOMORROW RIVER @ STATE HIGHWAY 66 NEAR ROSHOLT, WI",Stream,,04030202,5.25,sq mi,,,44.6191386,-89.3745601,24000,1,seconds,Interpolated from MAP.,NAD83,1150,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080785,"COLLINS LAKE OUTLET NEAR ROSHOLT, WI",Stream,,04030202,3.25,sq mi,,,44.5994168,-89.3553929,24000,1,seconds,Interpolated from MAP.,NAD83,1145,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080786,"TOMORROW RIVER NEAR POLONIA, WI",Stream,,04030202,14.14,sq mi,,,44.5924722,-89.3623374,24000,1,seconds,Interpolated from MAP.,NAD83,1160,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080789,"TOMORROW RIVER NEAR GARFIELD, WI",Stream,,04030202,23.1,sq mi,,,44.563028,-89.3551147,24000,1,seconds,Interpolated from MAP.,NAD83,1110,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080791,"TOMORROW RIVER @ HEMP FISHERY AREA NR GARFIELD, WI",Stream,,04030202,23.69,sq mi,,,44.5546111,-89.3540833,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1102,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080792,"PONCHO CREEK NEAR POLONIA, WI",Stream,,04030202,2.12,sq mi,,,44.5691396,-89.3273365,24000,1,seconds,Interpolated from MAP.,NAD83,1100,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080793,"TOMORROW RIVER #2 AT HEMP FISH AREA NR GARFIELD,WI",Stream,,04030202,,,,,44.5508058,-89.3548368,24000,1,seconds,Interpolated from MAP.,NAD83,1100,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,097,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04080798,"TOMORROW RIVER NEAR NELSONVILLE, WI",Stream,,04030202,40,sq mi,,,44.5244444,-89.3377778,24000,1,seconds,Interpolated from MAP.,NAD83,960,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,097,,,,,,,,,NWIS
