OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-OH,USGS Ohio Water Science Center,USGS-401049081054700,HR-24 VILLAGE OF FLUSHING OH #12,Well,,05040001,,,,,40.1803462,-81.0962124,24000,1,seconds,Interpolated from MAP.,NAD83,925,feet,005,feet,Interpolated from topographic map.,NGVD29,US,39,067,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,19830511,90,ft,90,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401049081500900,Z RN NR WILLS CREEK OH,Stream,,05040005,,,,,40.1803491,-81.8356856,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401053083233100,BUCK RN NR MILFORD CENTER OH,Stream,,05060001,,,,,40.1814488,-83.3918657,,1,seconds,Interpolated from MAP.,NAD83,980,feet,10,feet,Unknown.,NGVD29,US,39,159,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401054084130100,MI-1012,Well,,05080001,,,,,40.1817173,-84.2168886,24000,1,seconds,Interpolated from MAP.,NAD83,919.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,109,Sand and gravel aquifers (glaciated regions),Outwash,,19600101,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401058081504500,Y RN NR WILLS CREEK OH,Stream,,05040005,,,,,40.182849,-81.8456859,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401103084143100,MI-1002,Well,,05080001,,,,,40.1842169,-84.2418893,24000,1,seconds,Interpolated from MAP.,NAD83,876.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,109,Sand and gravel aquifers (glaciated regions),Outwash,,19400101,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401107080475800,OLD FARM RN NR DILLONVALE OH,Stream,,05030106,,,,,40.1853483,-80.799252,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401109081003300,HR-21 NR NEW ATHENS,Well,,05030106,,,,,40.185902,-81.0089861,24000,1,seconds,Interpolated from MAP.,NAD83,1250.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,067,Pennsylvanian aquifers,Monongahela Formation,Confined single aquifer,19710410,79,ft,80,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401116081125500,PIEDMONT LK AB DAM AT PIEDMONT OH,"Lake, Reservoir, Impoundment",,05040001,,,,,40.1878458,-81.2151067,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401119080480700,JE-100 J08 W5-1,Well,,05030106,,,,,40.188126,-80.8000853,24000,5,seconds,Interpolated from MAP.,NAD83,1101.19,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,39,081,Pennsylvanian aquifers,Monongahela Formation,Unconfined single aquifer,19760416,125,ft,125,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401119080480701,JE-101 JO8 W2-2,Well,,05030106,,,,,40.1886816,-80.8003631,24000,5,seconds,Interpolated from MAP.,NAD83,1102.87,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,39,081,Pennsylvanian aquifers,Monongahela Formation,Confined single aquifer,19760413,220,ft,220,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401120080425100,051 SHORT C (56-8) NR RAYLAND OH,Stream,,05030106,127,sq mi,,,40.18896,-80.7139693,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401120080480900,JE-102 J08 W4-3,Well,,05030106,,,,,40.1889593,-80.8023077,24000,5,seconds,Interpolated from MAP.,NAD83,1101.46,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,39,081,Pennsylvanian aquifers,Monongahela Formation,Confined single aquifer,19760405,360,ft,361,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401121082575100,ALUM CREEK LK AB DAM NR AFRICA OH,"Lake, Reservoir, Impoundment",,05060001,,,,,40.1892293,-82.9640712,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,041,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401122081585400,051 MOSCOW BK (46-3) NR NEW MOSCOW OH,Stream,,05040004,7.2,sq mi,,,40.1895147,-81.9815242,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401126081121400,051 BOGGS F (49-4) AT PIEDMONT OH,Stream,,05040001,36.5,sq mi,,,40.1906235,-81.2037173,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401139081125400,Stillwater Creek below Piedmont Dam nr Piedmont OH,Stream,,05040001,85.8,sq mi,,,40.1941833,-81.2150417,24000,1,seconds,Interpolated from Digital MAP.,NAD83,875,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401140080490200,JE-95 J BRANDI NR DILLONVALE OH,Well,,05030106,,,,,40.1945147,-80.8170307,24000,1,seconds,Interpolated from MAP.,NAD83,810.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,081,Pennsylvanian aquifers,Conemaugh Formation,Unconfined single aquifer,19820901,35,ft,35,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401142080583200,S F SHORT C NR NEW ATHENS OH,Stream,,05030106,,,,,40.1950688,-80.9753731,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401144080472700,051 SHORT C (56-4) AT DILLONVALE OH,Stream,,05030106,84.2,sq mi,,,40.195626,-80.7906403,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401144080582500,S F SHORT C STATION 1 NR ADENA OH,Stream,,05030106,,,,,40.1956243,-80.9734286,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401144083584700,KISER LK AB DAM NR SAINT PARIS OH,"Lake, Reservoir, Impoundment",,05080001,,,,,40.1956092,-83.9796594,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,021,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401150080572900,S F SHORT C STATION 2 NR ADENA OH,Stream,,05030106,,,,,40.1972911,-80.9578721,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401159080561300,S F SHORT C STATION 3 NR ADENA OH,Stream,,05030106,,,,,40.1997913,-80.9367598,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401159084290100,D-101,Well,,05080001,,,,,40.1997706,-84.4835626,24000,1,seconds,Interpolated from MAP.,NAD83,1005,feet,3,feet,Interpolated from topographic map.,NGVD29,US,39,037,Silurian-Devonian aquifers,Lockport Dolomite,Confined single aquifer,19900614,,,141,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401200083443100,CH-104 MIAM NAWQA SUS WELL BVAS-26,Well,,05080001,,,,,40.2000278,-83.742,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1115,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,021,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,19850924,65,ft,65,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401201081573500,051 MILL F (46-2) NR NEW MOSCOW OH,Stream,,05040004,9.6,sq mi,,,40.2003483,-81.959579,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401208084325700,Unnamed trib at St Rt 242,Stream,,05080001,1,sq mi,,,40.2022703,-84.5491203,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,970,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,037,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401211080462100,041 PINEY F AT DILLONVALE OH,Stream,,05030106,22.2,sq mi,,,40.2031261,-80.7723058,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401211081433400,CS-152 G ROHRIG PLAINFIELD OH,Well,,05040005,,,,,40.2031273,-81.7259591,24000,1,seconds,Interpolated from MAP.,NAD83,800.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,031,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19420101,28,ft,28,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401214080543200,S F SHORT C STATION 5 NR ADENA OH,Stream,,05030106,,,,,40.2039581,-80.9087026,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401214082540300,S F SHORT C OH SED SITE AT ADENA OH,Stream,,05060001,,,,,40.2039515,-82.9007354,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,041,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401216081425200,051 WILLS C (47-2) AT PLAINFIELD OH,Stream,,05040005,771,sq mi,,,40.2045161,-81.714292,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401222080552600,S F SHORT C STATION 4 NR ADENA OH,Stream,,05030106,,,,,40.2061802,-80.9237035,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401224080545800,S F SHORT C AT GEORGETOWN OH-USGS 401224080545800,Stream,,05030106,,,,,40.2067358,-80.9159252,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401237083485800,CH-102 MIAM NAWQA SUS WELL BVAS-12,Well,,05080001,,,,,40.2104167,-83.8162222,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1080,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,021,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,19890817,39,ft,39,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401238084144400,SH-75 MIAM NAWQA LUS WELL BVAS AG-28S,Well,,05080001,,,,,40.2106667,-84.2455,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,890,feet,5,feet,Global Positioning System.,NGVD29,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,20000523,20,ft,20,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401238084144401,SH-76 MIAM NAWQA LUS WELL BVAS AG-28D,Well,,05080001,,,,,40.2106667,-84.2455,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,890,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,20000523,43,ft,45,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401240083492600,CH-110 MIAM NAWQA LUS WELL BVAS AG-17S,Well,,05080001,,,,,40.2111667,-83.824,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1052,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,021,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,20000504,20,ft,22,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401240083492601,CH-111 MIAM NAWQA LUS WELL BVAS AG-17D,Well,,05080001,,,,,40.2111667,-83.824,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1052,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,021,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,20000504,49,ft,52,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401241080533000,S F SHORT C STATION 6 NR ADENA OH,Stream,,05030106,,,,,40.2114582,-80.8914794,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401242080470000,PINEY F AT DILLONVALE OH,Stream,,05030106,,,,,40.211737,-80.7831398,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401247081512900,051 ROBINSON RN (41-1) NR TYNDALL OH,Stream,,05040004,3.7,sq mi,,,40.2131268,-81.8579085,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401247084295500,Swamp Ck downstream St Rt 121,Stream,,05080001,152,sq mi,,,40.2131037,-84.4984798,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,955,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,037,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401248081512900,ROBINSON RN NR COSHOCTON OH,Stream,,05040004,,,,,40.2134046,-81.8579085,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401253081564300,051 MILL F (46-1) NR NEW MOSCOW OH,Stream,,05040004,4.5,sq mi,,,40.214793,-81.945134,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401301084364300,Stillwater R at Beisner Rd,Stream,,05080001,193,sq mi,,,40.2169088,-84.6120114,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,990,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,037,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401307083450600,CH-108 MIAM NAWQA LUS WELL BVAS AG-16S,Well,,05080001,,,,,40.2185278,-83.7517778,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1072,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,021,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,20000503,18,ft,22,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401307083450601,CH-109 MIAM NAWQA LUS WELL BVAS AG-16D,Well,,05080001,,,,,40.2185278,-83.7517778,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1072,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,021,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,20000503,49,ft,52,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401310080522300,SHORT C AT ADENA OH-USGS 401310080522300,Stream,,05030106,,,,,40.2195138,-80.8728671,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401311081463100,051 BACON RN (47-1) NR PLAINFIELD OH,Stream,,05040005,3.2,sq mi,,,40.2197939,-81.7751275,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401314081422400,CS-149 ROGER ART NR PLAINFIELD OH,Well,,05040005,,,,,40.2206271,-81.7065137,24000,1,seconds,Interpolated from MAP.,NAD83,795.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,031,Alluvial aquifers,Holocene Alluvium,Confined single aquifer,19700103,134,ft,134,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401315081444400,CS-151 N MAPLE NR PLAINFIELD OH,Well,,05040005,,,,,40.2209051,-81.7454041,24000,1,seconds,Interpolated from MAP.,NAD83,800.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,031,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19630829,42,ft,42,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401317084133000,SH-108,Well,,05080001,,,,,40.2214389,-84.2248972,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,975,feet,5,feet,Interpolated from topographic map.,NAVD88,US,39,149,Silurian-Devonian aquifers,Silurian System,Confined multiple aquifers,19920505,215,ft,215,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401318081434400,CS-150 R MCCORMICK NR PLAINFIELD OH,Well,,05040005,,,,,40.2217383,-81.7287368,24000,1,seconds,Interpolated from MAP.,NAD83,785.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,031,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19720229,77,ft,77,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401319081161900,HR-44,Well,,05040001,,,,,40.2219167,-81.2719722,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,880,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,067,Pennsylvanian aquifers,Cuyahoga Formation,Confined multiple aquifers,19670929,110,ft,110,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401322083272000,BUCK RN NR MARYSVILLE OH,Stream,,05060001,,,,,40.2228367,-83.4554794,,1,seconds,Interpolated from MAP.,NAD83,1010,feet,10,feet,Unknown.,NGVD29,US,39,159,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401324084122100,SH-113,Well,,05080001,,,,,40.2232417,-84.2057639,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,895,feet,5,feet,Interpolated from topographic map.,NAVD88,US,39,149,Silurian-Devonian aquifers,Silurian System,Unconfined single aquifer,19950927,56,ft,56,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401335084152900,SH-109,Well,,05080001,,,,,40.2263722,-84.2581667,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,965,feet,5,feet,Interpolated from topographic map.,NAVD88,US,39,149,Sand and gravel aquifers (glaciated regions),Till,Confined single aquifer,19880826,98,ft,98,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401336084161600,SH-117,Well,,05080001,,,,,40.2267639,-84.2710306,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,972,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Confined single aquifer,20020730,181,ft,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401339084160100,SH-126,Well,,05080001,,,,,40.2274111,-84.2670472,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,960,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Confined single aquifer,19890808,130,ft,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401340084275400,Unnamed trib at St Rt 47,Stream,,05080001,22.3,sq mi,,,40.2278259,-84.4650622,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,960,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,037,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401341081043900,SOUTH F NR FLUSHING OH,Stream,,05040001,,,,,40.2281234,-81.0773223,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401348080413700,051 RUSH RN (61-8) AT RUSH RN OH,Stream,,05030106,9.7,sq mi,,,40.2300706,-80.6934124,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401351084161900,SH-123,Well,,05080001,,,,,40.2308194,-84.2718333,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,970,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Confined single aquifer,20020821,119,ft,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401359083493100,CH-112 MIAM NAWQA LUS WELL BVAS AG-18S,Well,,05080001,,,,,40.2331389,-83.8252778,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1079,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,021,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,20000505,27,ft,32,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401359083493101,CH-113 MIAM NAWQA LUS WELL BVAS AG-18D,Well,,05080001,,,,,40.2331389,-83.8252778,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1079,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,021,Sand and gravel aquifers (glaciated regions),Outwash,Unconfined single aquifer,20000505,45,ft,47,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401401084304800,Indian Ck at Conover Rd,Stream,,05080001,45,sq mi,,,40.2335201,-84.5133137,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,975,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,037,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401404084381200,North Fork at St Rt 118,Stream,,05080001,45,sq mi,,,40.2345197,-84.6365957,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1000,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,037,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401407084174200,SH-124,Well,,05080001,,,,,40.2352333,-84.2949028,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,995,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Confined single aquifer,19590407,159,ft,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401414080480700,JE-93 NR SMITHFIELD,Well,,05030106,,,,,40.2372921,-80.8017518,24000,1,seconds,Interpolated from MAP.,NAD83,1140.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,081,Pennsylvanian aquifers,Monongahela Formation,Confined single aquifer,19750614,145,ft,146,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401415084134500,SH-115,Well,,05080001,,,,,40.2375222,-84.2292528,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,970,feet,10,feet,Interpolated from topographic map.,NAVD88,US,39,149,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401420084162700,SH-130,Well,,05080001,,,,,40.2389389,-84.2741722,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,982,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,149,Silurian-Devonian aquifers,Silurian System,Confined single aquifer,19640506,118,ft,118,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401423084183100,SH-102,Well,,05080001,,,,,40.2397278,-84.3085167,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,990,feet,10,feet,Interpolated from topographic map.,NAVD88,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Confined single aquifer,19900606,212,ft,212,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401425084180500,SH-121,Well,,05080001,,,,,40.2403417,-84.3013556,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,982,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Confined single aquifer,19911018,152,ft,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401430080534300,051 N F SHORT C (56-3) NR ROBYVILLE OH,Stream,,05030106,17.7,sq mi,,,40.2417355,-80.8950905,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401430081511500,065-PORTUES WELL 2 NR COSHOCTON OH,Well,,05040004,,,,,40.241738,-81.8540193,24000,1,seconds,Interpolated from MAP.,NAD83,890.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,031,,Cambrian System,Confined single aquifer,19791125,6155,ft,6175,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401430084183400,SH-101,Well,,05080001,,,,,40.2417028,-84.3094389,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,985,feet,5,feet,Interpolated from topographic map.,NAVD88,US,39,149,,,Confined single aquifer,19910906,219,ft,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401432084190800,SH-129,Well,,05080001,,,,,40.2422194,-84.3187972,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,976,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,149,Sand and gravel aquifers (glaciated regions),Outwash,Confined single aquifer,19940930,185,ft,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401434084133300,SH-110,Well,,05080001,,,,,40.2429167,-84.2259222,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,982,feet,5,feet,Interpolated from topographic map.,NAVD88,US,39,149,Silurian-Devonian aquifers,Silurian System,Confined single aquifer,19970729,158,ft,158,ft,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-401436084404800,Stillwater R at Zumbrum Rd,Stream,,05080001,77,sq mi,,,40.2432417,-84.6798195,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1000,feet,5,feet,Interpolated from topographic map.,NGVD29,US,39,037,,,,,,,,,NWIS
